date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:28:57	4875/4875	---M-Z	200	added ('OK')	text/css	etag:%22130b-671a795c-e6ed06938f157930;gz%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.7	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min52dd.css	(from https://carnagemusic.com/)
11:28:58	7024/7024	---M-Z	200	added ('OK')	text/css	etag:%221b70-678b930e-a64e50f82f9e8c55;gz%22	https://carnagemusic.com/wp-content/uploads/elementor/css/custom-apple-webkit.min.css?ver=1737200398	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/elementor/css/custom-apple-webkit.min45ee.css	(from https://carnagemusic.com/)
11:28:59	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-671a795c-acaace8f2e000b1e;gz%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.7	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/css/widget-heading.min52dd.css	(from https://carnagemusic.com/)
11:29:00	16159/16159	---M-Z	200	added ('OK')	text/css	etag:%223f1f-67b7678a-6ec274b44a06574;gz%22	https://carnagemusic.com/wp-content/uploads/elementor/css/post-6639.css?ver=1740072842	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/elementor/css/post-6639c8ba.css	(from https://carnagemusic.com/)
11:29:01	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-671a795c-2b4297a50c033983;gz%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://carnagemusic.com/)
11:29:02	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-671a795c-1858860a1a40f60e;gz%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://carnagemusic.com/)
11:29:03	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-6708bb8e-f0062339aa53e336;gz%22	https://carnagemusic.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://carnagemusic.com/)
11:29:04	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-6708bb8e-3d2c71a2e7ac756b;gz%22	https://carnagemusic.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://carnagemusic.com/)
11:29:11	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Aug%202025%2009:29:05%20GMT	http://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.js?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.1ee9af.delayed	(from https://carnagemusic.com/)
11:29:11	165339/165339	---M-Z	200	added ('OK')	application/x-javascript	etag:%22285db-6708bb8f-d3be07ca882e4db;gz%22	https://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.js?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rbtools.mine9af.js	(from https://carnagemusic.com/)
11:29:17	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Aug%202025%2009:29:12%20GMT	http://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rs6.min.js?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rs6.min.20e9af.delayed	(from https://carnagemusic.com/)
11:29:18	415889/415889	---M-Z	200	added ('OK')	application/x-javascript	etag:%2265891-6708bb8f-b5bc071bde814e7a;gz%22	https://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rs6.min.js?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/js/rs6.mine9af.js	(from https://carnagemusic.com/)
11:29:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Aug%202025%2009:29:18%20GMT	http://cdn.jsdelivr.net/npm/vue@2/dist/vue.min.js	./carnage_website_backup_full/cdn.jsdelivr.net/npm/vue@2/dist/vue.min.22.delayed	(from https://carnagemusic.com/)
11:29:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Aug%202025%2009:29:26%20GMT	http://cdn.jsdelivr.net/npm/d3@5/dist/d3.min.js	./carnage_website_backup_full/cdn.jsdelivr.net/npm/d3@5/dist/d3.min.js	(from https://carnagemusic.com/)
11:29:33	107679/107679	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a49f-RSXL0WfJYyQBbqolhHA+ICToXJA%22	https://cdn.jsdelivr.net/npm/vue@2/dist/vue.min.js	./carnage_website_backup_full/cdn.jsdelivr.net/npm/vue@2/dist/vue.min.js	(from https://carnagemusic.com/)
11:29:34	248314/248314	---MCZ	200	added ('OK')	application/javascript	etag:W/%223c9fa-sIUFUQtxluB6ZBli3anAsQTrylg%22	https://cdn.jsdelivr.net/npm/d3@5/dist/d3.min.js	./carnage_website_backup_full/cdn.jsdelivr.net/npm/d3@5/dist/d3.min.js	(from https://carnagemusic.com/)
11:29:34	15073/15073	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ae1-671a795c-c0e6e7e09287361;gz%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.24.7	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min52dd.js	(from https://carnagemusic.com/)
11:29:35	45792422/45792422	---M--	200	added ('OK')	image/gif	etag:%222babca6-6744cfcd-3ed8fa694ee49176;;;%22	https://carnagemusic.com/wp-content/uploads/2024/11/d63c07c6140e69d222fe3df47bc50e55.gif	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/11/d63c07c6140e69d222fe3df47bc50e55.gif	(from https://carnagemusic.com/)
11:29:36	28600/28600	---MCZ	200	added ('OK')	application/json	date:Fri,%2008%20Aug%202025%2009:29:35%20GMT	https://carnagemusic.com/wp-json/wp/v2/pages/6639	./carnage_website_backup_full/carnagemusic.com/wp-json/wp/v2/pages/6639.json	(from https://carnagemusic.com/)
11:29:36	217929/217929	---MCZ	200	added ('OK')	application/json	date:Fri,%2008%20Aug%202025%2009:29:36%20GMT	https://carnagemusic.com/wp-json/	./carnage_website_backup_full/carnagemusic.com/wp-json/index.html	(from https://carnagemusic.com/)
11:29:36	810/810	---M-Z	200	added ('OK')	text/xml	date:Fri,%2008%20Aug%202025%2009:29:36%20GMT	https://carnagemusic.com/xmlrpc.php?rsd	./carnage_website_backup_full/carnagemusic.com/xmlrpc0db0.php	(from https://carnagemusic.com/)
11:29:37	2135/2135	---M-Z	200	added ('OK')	application/json	date:Fri,%2008%20Aug%202025%2009:29:37%20GMT	https://carnagemusic.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcarnagemusic.com%2F	./carnage_website_backup_full/carnagemusic.com/wp-json/oembed/1.0/embedec59.json	(from https://carnagemusic.com/)
11:29:38	2294/2294	---M-Z	200	added ('OK')	text/xml	date:Fri,%2008%20Aug%202025%2009:29:38%20GMT	https://carnagemusic.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcarnagemusic.com%2F&format=xml	./carnage_website_backup_full/carnagemusic.com/wp-json/oembed/1.0/embedeff4	(from https://carnagemusic.com/)
11:29:39	715/715	---M--	200	added ('OK')	image/png	etag:%222cb-6708bb90-ab800ccd4a5fe34d;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-32x32.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-32x32.png	(from https://carnagemusic.com/)
11:29:40	6346/6346	---M--	200	added ('OK')	image/png	etag:%2218ca-6708bb90-b477d727b3d9d382;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-192x192.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-192x192.png	(from https://carnagemusic.com/)
11:29:41	5871/5871	---M--	200	added ('OK')	image/png	etag:%2216ef-6708bb90-fed31b78866681bc;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-180x180.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/cropped-Carnage-Logo-Icon-White-Alpha-180x180.png	(from https://carnagemusic.com/)
11:29:42	12984/12984	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2232b8-6708bb90-7957c5628dcad253;gz%22	https://carnagemusic.com/wp-content/uploads/2024/09/WADIK.ttf	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/WADIK.ttf	(from https://carnagemusic.com/)
11:29:43	311780/311780	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%224c1e4-6748e424-f9112ba713aac98a;gz%22	https://carnagemusic.com/wp-content/uploads/2024/11/Teko-Regular.ttf	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/11/Teko-Regular.ttf	(from https://carnagemusic.com/)
11:29:45	219162/219162	---M--	200	added ('OK')	image/png	etag:%223581a-6708bb90-367664bdac9a292;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-2.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-2.png	(from https://carnagemusic.com/)
11:29:46	4606/4606	---M--	200	added ('OK')	image/png	etag:%2211fe-6708bb90-5f15f2b1e9648fc6;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-2-150x150.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-2-150x150.png	(from https://carnagemusic.com/)
11:29:46	219162/219162	---M--	200	added ('OK')	image/png	etag:%223581a-6708bb90-a3661e33fd5a03d;;;%22	https://carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-1.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/09/Carnage-Logo-Icon-White-Alpha-1.png	(from https://carnagemusic.com/)
11:29:47	4606/4606	---M--	200	added ('OK')	image/png	etag:%2211fe-67101bb0-54a705ae3ab9d4c4;;;%22	https://carnagemusic.com/wp-content/uploads/2024/10/Carnage-Logo-Icon-White-Alpha-150x150.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/10/Carnage-Logo-Icon-White-Alpha-150x150.png	(from https://carnagemusic.com/)
11:29:48	329108/329108	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:48%20GMT	https://carnagemusic.com/artists/	./carnage_website_backup_full/carnagemusic.com/artists/index.html	(from https://carnagemusic.com/)
11:29:48	255895/255895	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:48%20GMT	https://carnagemusic.com/music/	./carnage_website_backup_full/carnagemusic.com/music/index.html	(from https://carnagemusic.com/)
11:29:48	222384/222384	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:48%20GMT	https://carnagemusic.com/all-events/	./carnage_website_backup_full/carnagemusic.com/all-events/index.html	(from https://carnagemusic.com/)
11:29:48	226665/226665	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:48%20GMT	https://carnagemusic.com/donate/	./carnage_website_backup_full/carnagemusic.com/donate/index.html	(from https://carnagemusic.com/)
11:29:49	20686/20686	---M--	200	added ('OK')	image/png	etag:%2250ce-6744ee70-f4f4661932574bc3;;;%22	https://carnagemusic.com/wp-content/uploads/2024/11/logo-559x559.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/11/logo-559x559.png	(from https://carnagemusic.com/)
11:29:51	40329/40329	---M-Z	200	added ('OK')	text/css	etag:%229d89-678b930e-122ba5ed70b7b028;gz%22	https://carnagemusic.com/wp-content/uploads/elementor/css/post-6126.css?ver=1737200398	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/elementor/css/post-612645ee.css	(from https://carnagemusic.com/)
11:29:51	268605/268605	---M--	200	added ('OK')	image/png	etag:%224193d-67101992-2eabea21f047b511;;;%22	https://carnagemusic.com/wp-content/uploads/2024/10/Carnage-Logo-Full.png	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/2024/10/Carnage-Logo-Full.png	(from https://carnagemusic.com/)
11:29:52	13414/13414	---M-Z	200	added ('OK')	text/css	etag:%223466-67b76764-42161b18c01c3674;gz%22	https://carnagemusic.com/wp-content/uploads/elementor/css/post-6127.css?ver=1740072804	./carnage_website_backup_full/carnagemusic.com/wp-content/uploads/elementor/css/post-612762b0.css	(from https://carnagemusic.com/)
11:29:52	226234/226234	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:50%20GMT	https://carnagemusic.com/contact/	./carnage_website_backup_full/carnagemusic.com/contact/index.html	(from https://carnagemusic.com/)
11:29:52	242207/242207	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Aug%202025%2009:29:50%20GMT	https://carnagemusic.com/about/	./carnage_website_backup_full/carnagemusic.com/about/index.html	(from https://carnagemusic.com/)
11:29:53	239/239	---M--	200	added ('OK')	text/css	etag:%22ef-671a795c-83784aa09542051a;;;%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?ver=3.24.7	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min52dd.css	(from https://carnagemusic.com/)
11:29:54	77/77	---M--	200	added ('OK')	text/css	etag:%224d-671a795c-91458648467e97da;;;%22	https://carnagemusic.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.24.7	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min52dd.css	(from https://carnagemusic.com/)
11:29:55	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Aug%202025%2009:29:55%20GMT	http://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/css/rs6.css?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/css/rs6.3be9af.delayed	(from https://carnagemusic.com/)
11:29:56	58327/58327	---M-Z	200	added ('OK')	text/css	etag:%22e3d7-6708bb8f-29fb48a22b041b4b;gz%22	https://carnagemusic.com/wp-content/plugins/revslider/sr6/assets/css/rs6.css?ver=6.7.15	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/revslider/sr6/assets/css/rs6e9af.css	(from https://carnagemusic.com/)
11:29:57	4307/4307	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210d3-6708bb8e-661a38a5d303b58e;gz%22	https://carnagemusic.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/dist/hooks.min2757.js	(from https://carnagemusic.com/)
11:29:58	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-6708bb8e-d36a98782c1826f;gz%22	https://carnagemusic.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/dist/i18n.minc33c.js	(from https://carnagemusic.com/)
11:29:59	12512/12512	---M-Z	200	added ('OK')	application/x-javascript	etag:%2230e0-6823198e-7e379cec3a301437;gz%22	https://carnagemusic.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://carnagemusic.com/)
11:30:00	13452/13452	---M-Z	200	added ('OK')	application/x-javascript	etag:%22348c-6823198e-205c014fdbf2f16c;gz%22	https://carnagemusic.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	./carnage_website_backup_full/carnagemusic.com/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://carnagemusic.com/)
11:30:01	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-6708bb8f-2435a4dbf4e766da;gz%22	https://carnagemusic.com/wp-includes/js/underscore.min.js?ver=1.13.4	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/underscore.mind584.js	(from https://carnagemusic.com/)
11:30:02	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-6708bb8e-6b96ca3e14ab8e;gz%22	https://carnagemusic.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://carnagemusic.com/)
11:30:03	3428/3428	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d64-6708bb8e-72b0f5fbc35725bd;gz%22	https://carnagemusic.com/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://carnagemusic.com/)
11:30:04	10759/10759	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a07-6708bb8e-dfdeeafcd8b754dd;gz%22	https://carnagemusic.com/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.3	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/jquery/ui/slider.minb37e.js	(from https://carnagemusic.com/)
11:30:05	158005/158005	---M-Z	200	added ('OK')	application/x-javascript	etag:%2226935-6708bb8e-c803e2b3e8e6b935;gz%22	https://carnagemusic.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://carnagemusic.com/)
11:30:06	1191/1191	---M-Z	200	added ('OK')	application/x-javascript	etag:%224a7-6708bb8e-346491557af83ea3;gz%22	https://carnagemusic.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.6.3	./carnage_website_backup_full/carnagemusic.com/wp-includes/js/mediaelement/mediaelement-migrate.min3883.js	(from https://carnagemusic.com/)
